index	name	xprs_tpm_kallisto	xprs_count_kallisto	xprs_tpm_rsem_x	xprs_count_rsem_x	xprs_tpm_rsem_y	xprs_count_rsem_y	length	tr_good	tr_bases_covered	tr_seq_true	tr_score	tr_not_segmented	component_contribute_xprs_tpm_kallisto	component_contribute_xprs_count_kallisto	component_contribute_xprs_tpm_rsem_x	component_contribute_xprs_count_rsem_x	component_contribute_xprs_tpm_rsem_y	component_contribute_xprs_count_rsem_y	component_relative_xprs_tpm_kallisto	component_relative_xprs_count_kallisto	component_relative_xprs_tpm_rsem_x	component_relative_xprs_count_rsem_x	component_relative_xprs_tpm_rsem_y	component_relative_xprs_count_rsem_y	component	index_component	component_tot_xprs_tpm_kallisto	component_tot_xprs_count_kallisto	component_tot_xprs_tpm_rsem_x	component_tot_xprs_count_rsem_x	component_tot_xprs_tpm_rsem_y	component_tot_xprs_count_rsem_y	component_avg_xprs_tpm_kallisto	component_avg_xprs_count_kallisto	component_avg_xprs_tpm_rsem_x	component_avg_xprs_count_rsem_x	component_avg_xprs_tpm_rsem_y	component_avg_xprs_count_rsem_y	component_max_xprs_tpm_kallisto	component_max_xprs_count_kallisto	component_max_xprs_tpm_rsem_x	component_max_xprs_count_rsem_x	component_max_xprs_tpm_rsem_y	component_max_xprs_count_rsem_y	component_size	component_component
4179	TRINITY_DN3873_c0_g1_i1	454.787	635.0	459.02	504.0	459.02	504.0	1589	0.801	1.0	0.973	0.703	0.903	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4060	4060	454.787	635.0	459.02	504.0	459.02	504.0	454.787	635.0	459.02	504.0	459.02	504.0	454.787	635.0	459.02	504.0	459.02	504.0	1	4060
4180	TRINITY_DN3867_c0_g1_i1	90.122	69.0	99.47	60.0	99.47	60.0	953	0.696	1.0	0.958	0.561	0.842	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4061	4061	90.122	69.0	99.47	60.0	99.47	60.0	90.122	69.0	99.47	60.0	99.47	60.0	90.122	69.0	99.47	60.0	99.47	60.0	1	4061
4181	TRINITY_DN3896_c0_g1_i1	51.339	53.0	48.0	39.0	48.0	39.0	1222	0.58	1.0	0.972	0.561	0.994	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4062	4062	51.339	53.0	48.0	39.0	48.0	39.0	51.339	53.0	48.0	39.0	48.0	39.0	51.339	53.0	48.0	39.0	48.0	39.0	1	4062
4182	TRINITY_DN3881_c0_g1_i1	55.38	124.0	51.73	91.0	51.73	91.0	2439	0.816	1.0	0.971	0.755	0.954	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4063	4063	55.38	124.0	51.73	91.0	51.73	91.0	55.38	124.0	51.73	91.0	51.73	91.0	55.38	124.0	51.73	91.0	51.73	91.0	1	4063
4183	TRINITY_DN3856_c0_g1_i1	90.379	45.0	91.56	36.0	91.56	36.0	683	0.721	1.0	0.966	0.647	0.929	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4064	4064	90.379	45.0	91.56	36.0	91.56	36.0	90.379	45.0	91.56	36.0	91.56	36.0	90.379	45.0	91.56	36.0	91.56	36.0	1	4064
4184	TRINITY_DN3820_c0_g1_i1	181.394	454.0	174.96	344.0	174.96	344.0	2705	0.815	1.0	0.967	0.739	0.937	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4065	4065	181.394	454.0	174.96	344.0	174.96	344.0	181.394	454.0	174.96	344.0	174.96	344.0	181.394	454.0	174.96	344.0	174.96	344.0	1	4065
4185	TRINITY_DN3849_c0_g1_i1	203.409	92.0	187.47	67.0	187.47	67.0	637	0.899	1.0	0.963	0.741	0.855	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4066	4066	203.409	92.0	187.47	67.0	187.47	67.0	203.409	92.0	187.47	67.0	187.47	67.0	203.409	92.0	187.47	67.0	187.47	67.0	1	4066
4186	TRINITY_DN3853_c0_g1_i1	283.933	359.0	296.63	295.0	296.63	295.0	1456	0.775	1.0	0.967	0.671	0.896	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4067	4067	283.933	359.0	296.63	295.0	296.63	295.0	283.933	359.0	296.63	295.0	296.63	295.0	283.933	359.0	296.63	295.0	296.63	295.0	1	4067
4187	TRINITY_DN3829_c0_g1_i1	236.293	825.0	234.88	644.0	234.88	644.0	3702	0.812	1.0	0.972	0.754	0.956	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4068	4068	236.293	825.0	234.88	644.0	234.88	644.0	236.293	825.0	234.88	644.0	234.88	644.0	236.293	825.0	234.88	644.0	234.88	644.0	1	4068
4188	TRINITY_DN3842_c0_g1_i1	229.309	234.0	224.12	180.0	224.12	180.0	1210	0.832	1.0	0.954	0.528	0.666	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4069	4069	229.309	234.0	224.12	180.0	224.12	180.0	229.309	234.0	224.12	180.0	224.12	180.0	229.309	234.0	224.12	180.0	224.12	180.0	1	4069
4189	TRINITY_DN3894_c0_g1_i1	982.743	997.0	976.86	780.0	976.86	780.0	1204	0.795	1.0	0.966	0.693	0.902	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4070	4070	982.743	997.0	976.86	780.0	976.86	780.0	982.743	997.0	976.86	780.0	976.86	780.0	982.743	997.0	976.86	780.0	976.86	780.0	1	4070
4190	TRINITY_DN3810_c0_g1_i1	138.652	428.0	139.0	337.0	139.0	337.0	3294	0.82	1.0	0.97	0.764	0.961	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4071	4071	138.652	428.0	139.0	337.0	139.0	337.0	138.652	428.0	139.0	337.0	139.0	337.0	138.652	428.0	139.0	337.0	139.0	337.0	1	4071
4191	TRINITY_DN3806_c0_g1_i1	54.014	30.0	50.2	22.0	50.2	22.0	741	0.69	1.0	0.957	0.529	0.801	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4072	4072	54.014	30.0	50.2	22.0	50.2	22.0	54.014	30.0	50.2	22.0	50.2	22.0	54.014	30.0	50.2	22.0	50.2	22.0	1	4072
4192	TRINITY_DN3835_c0_g1_i1	53.074	74.0	56.55	62.0	56.55	62.0	1587	0.878	1.0	0.978	0.722	0.84	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4073	4073	53.074	74.0	56.55	62.0	56.55	62.0	53.074	74.0	56.55	62.0	56.55	62.0	53.074	74.0	56.55	62.0	56.55	62.0	1	4073
4193	TRINITY_DN3874_c0_g1_i1	72.088	86.0	66.06	62.0	66.06	62.0	1384	0.833	1.0	0.947	0.706	0.895	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4074	4074	72.088	86.0	66.06	62.0	66.06	62.0	72.088	86.0	66.06	62.0	66.06	62.0	72.088	86.0	66.06	62.0	66.06	62.0	1	4074
4194	TRINITY_DN3826_c0_g1_i1	231.936	569.0	231.41	446.0	231.41	446.0	2655	0.79	1.0	0.97	0.738	0.963	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4075	4075	231.936	569.0	231.41	446.0	231.41	446.0	231.936	569.0	231.41	446.0	231.41	446.0	231.936	569.0	231.41	446.0	231.41	446.0	1	4075
4195	TRINITY_DN3803_c0_g1_i1	147.038	169.0	144.87	131.0	144.87	131.0	1340	0.823	1.0	0.964	0.762	0.959	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4076	4076	147.038	169.0	144.87	131.0	144.87	131.0	147.038	169.0	144.87	131.0	144.87	131.0	147.038	169.0	144.87	131.0	144.87	131.0	1	4076
4196	TRINITY_DN3893_c0_g1_i1	285.836	606.0	282.73	471.0	282.73	471.0	2319	0.813	1.0	0.969	0.754	0.957	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4077	4077	285.836	606.0	282.73	471.0	282.73	471.0	285.836	606.0	282.73	471.0	282.73	471.0	285.836	606.0	282.73	471.0	282.73	471.0	1	4077
4197	TRINITY_DN3813_c0_g1_i1	137.224	92.0	143.79	76.0	143.79	76.0	857	0.88	1.0	0.977	0.719	0.835	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4078	4078	137.224	92.0	143.79	76.0	143.79	76.0	137.224	92.0	143.79	76.0	143.79	76.0	137.224	92.0	143.79	76.0	143.79	76.0	1	4078
4198	TRINITY_DN3852_c0_g1_i1	177.449	268.0	176.01	209.0	176.01	209.0	1704	0.829	1.0	0.965	0.767	0.959	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4079	4079	177.449	268.0	176.01	209.0	176.01	209.0	177.449	268.0	176.01	209.0	176.01	209.0	177.449	268.0	176.01	209.0	176.01	209.0	1	4079
4199	TRINITY_DN3897_c0_g1_i1	98.446	152.0	99.68	121.0	99.68	121.0	1738	0.779	1.0	0.972	0.669	0.883	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4080	4080	98.446	152.0	99.68	121.0	99.68	121.0	98.446	152.0	99.68	121.0	99.68	121.0	98.446	152.0	99.68	121.0	99.68	121.0	1	4080
4200	TRINITY_DN3801_c0_g1_i1	49.02	70.0	50.76	57.0	50.76	57.0	1621	0.681	1.0	0.971	0.656	0.991	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4081	4081	49.02	70.0	50.76	57.0	50.76	57.0	49.02	70.0	50.76	57.0	50.76	57.0	49.02	70.0	50.76	57.0	50.76	57.0	1	4081
4201	TRINITY_DN3844_c0_g1_i1	46.927	41.0	47.96	33.0	47.96	33.0	1062	0.667	1.0	0.985	0.585	0.892	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4082	4082	46.927	41.0	47.96	33.0	47.96	33.0	46.927	41.0	47.96	33.0	47.96	33.0	46.927	41.0	47.96	33.0	47.96	33.0	1	4082
4202	TRINITY_DN3831_c0_g1_i1	90.846	31.0	96.21	26.0	96.21	26.0	525	0.719	1.0	0.972	0.637	0.912	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4083	4083	90.846	31.0	96.21	26.0	96.21	26.0	90.846	31.0	96.21	26.0	96.21	26.0	90.846	31.0	96.21	26.0	96.21	26.0	1	4083
4203	TRINITY_DN3876_c0_g1_i1	144.458	153.0	141.57	118.0	141.57	118.0	1249	0.842	1.0	0.974	0.771	0.939	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4084	4084	144.458	153.0	141.57	118.0	141.57	118.0	144.458	153.0	141.57	118.0	141.57	118.0	144.458	153.0	141.57	118.0	141.57	118.0	1	4084
4204	TRINITY_DN3888_c0_g1_i1	104.65	85.0	109.41	70.0	109.41	70.0	1000	0.762	1.0	0.954	0.431	0.593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4085	4085	104.65	85.0	109.41	70.0	109.41	70.0	104.65	85.0	109.41	70.0	109.41	70.0	104.65	85.0	109.41	70.0	109.41	70.0	1	4085
4205	TRINITY_DN3847_c0_g1_i1	115.232	193.0	111.65	147.0	111.65	147.0	1870	0.858	1.0	0.969	0.801	0.963	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4086	4086	115.232	193.0	111.65	147.0	111.65	147.0	115.232	193.0	111.65	147.0	111.65	147.0	115.232	193.0	111.65	147.0	111.65	147.0	1	4086
4206	TRINITY_DN3861_c0_g1_i1	109.155	80.0	107.35	62.0	107.35	62.0	920	0.785	1.0	0.958	0.581	0.773	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4087	4087	109.155	80.0	107.35	62.0	107.35	62.0	109.155	80.0	107.35	62.0	107.35	62.0	109.155	80.0	107.35	62.0	107.35	62.0	1	4087
4207	TRINITY_DN3840_c0_g1_i1	150.823	140.0	142.31	104.0	142.31	104.0	1117	0.853	1.0	0.972	0.791	0.954	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4088	4088	150.823	140.0	142.31	104.0	142.31	104.0	150.823	140.0	142.31	104.0	142.31	104.0	150.823	140.0	142.31	104.0	142.31	104.0	1	4088
4208	TRINITY_DN3850_c0_g1_i1	76.213	224.0	78.41	181.0	78.41	181.0	3145	0.848	1.0	0.968	0.8	0.976	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4089	4089	76.213	224.0	78.41	181.0	78.41	181.0	76.213	224.0	78.41	181.0	78.41	181.0	76.213	224.0	78.41	181.0	78.41	181.0	1	4089
4209	TRINITY_DN3890_c0_g1_i1	1209.05	1217.0	1182.7	937.0	1182.7	937.0	1196	0.817	1.0	0.967	0.621	0.786	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4090	4090	1209.05	1217.0	1182.7	937.0	1182.7	937.0	1209.05	1217.0	1182.7	937.0	1182.7	937.0	1209.05	1217.0	1182.7	937.0	1182.7	937.0	1	4090
4210	TRINITY_DN3869_c0_g1_i1	66.91	57.0	67.07	45.0	67.07	45.0	1040	0.909	1.0	0.976	0.797	0.898	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4091	4091	66.91	57.0	67.07	45.0	67.07	45.0	66.91	57.0	67.07	45.0	67.07	45.0	66.91	57.0	67.07	45.0	67.07	45.0	1	4091
4211	TRINITY_DN3864_c0_g1_i1	61.294	51.0	65.62	43.0	65.62	43.0	1020	0.647	1.0	0.981	0.288	0.453	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4092	4092	61.294	51.0	65.62	43.0	65.62	43.0	61.294	51.0	65.62	43.0	65.62	43.0	61.294	51.0	65.62	43.0	65.62	43.0	1	4092
4212	TRINITY_DN3814_c0_g1_i1	704.554	1004.0	708.58	794.0	708.58	794.0	1618	0.814	1.0	0.968	0.671	0.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4093	4093	704.554	1004.0	708.58	794.0	708.58	794.0	704.554	1004.0	708.58	794.0	708.58	794.0	704.554	1004.0	708.58	794.0	708.58	794.0	1	4093
4213	TRINITY_DN3836_c0_g1_i1	79.379	108.0	74.77	80.0	74.77	80.0	1553	0.794	1.0	0.961	0.707	0.926	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4094	4094	79.379	108.0	74.77	80.0	74.77	80.0	79.379	108.0	74.77	80.0	74.77	80.0	79.379	108.0	74.77	80.0	74.77	80.0	1	4094
4214	TRINITY_DN3839_c0_g1_i1	127.968	108.0	124.87	83.0	124.87	83.0	1032	0.769	1.0	0.967	0.645	0.868	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4095	4095	127.968	108.0	124.87	83.0	124.87	83.0	127.968	108.0	124.87	83.0	124.87	83.0	127.968	108.0	124.87	83.0	124.87	83.0	1	4095
4215	TRINITY_DN3843_c0_g1_i1	77.698	92.0	79.44	74.0	79.44	74.0	1375	0.857	1.0	0.967	0.796	0.96	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4096	4096	77.698	92.0	79.44	74.0	79.44	74.0	77.698	92.0	79.44	74.0	79.44	74.0	77.698	92.0	79.44	74.0	79.44	74.0	1	4096
4216	TRINITY_DN3833_c0_g1_i1	84.442	68.0	91.43	58.0	91.43	58.0	993	0.809	1.0	0.959	0.7	0.902	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4097	4097	84.442	68.0	91.43	58.0	91.43	58.0	84.442	68.0	91.43	58.0	91.43	58.0	84.442	68.0	91.43	58.0	91.43	58.0	1	4097
4217	TRINITY_DN3878_c0_g1_i1	129.671	251.0	122.27	186.0	122.27	186.0	2133	0.751	1.0	0.965	0.704	0.972	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4098	4098	129.671	251.0	122.27	186.0	122.27	186.0	129.671	251.0	122.27	186.0	122.27	186.0	129.671	251.0	122.27	186.0	122.27	186.0	1	4098
4218	TRINITY_DN3848_c0_g1_i1	82.597	134.0	87.03	111.0	87.03	111.0	1817	0.848	1.0	0.977	0.814	0.983	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4099	4099	82.597	134.0	87.03	111.0	87.03	111.0	82.597	134.0	87.03	111.0	87.03	111.0	82.597	134.0	87.03	111.0	87.03	111.0	1	4099
4219	TRINITY_DN3865_c0_g1_i1	81.416	207.0	82.11	164.0	82.11	164.0	2745	0.729	1.0	0.963	0.688	0.979	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4100	4100	81.416	207.0	82.11	164.0	82.11	164.0	81.416	207.0	82.11	164.0	82.11	164.0	81.416	207.0	82.11	164.0	82.11	164.0	1	4100
4220	TRINITY_DN3838_c0_g1_i1	252.112	564.0	266.26	468.0	266.26	468.0	2437	0.783	1.0	0.972	0.732	0.961	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4101	4101	252.112	564.0	266.26	468.0	266.26	468.0	252.112	564.0	266.26	468.0	266.26	468.0	252.112	564.0	266.26	468.0	266.26	468.0	1	4101
4221	TRINITY_DN3817_c0_g1_i1	206.693	297.0	204.45	231.0	204.45	231.0	1630	0.804	1.0	0.975	0.731	0.933	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4102	4102	206.693	297.0	204.45	231.0	204.45	231.0	206.693	297.0	204.45	231.0	204.45	231.0	206.693	297.0	204.45	231.0	204.45	231.0	1	4102
4222	TRINITY_DN3824_c0_g1_i1	151.635	372.0	150.47	290.0	150.47	290.0	2655	0.863	1.0	0.974	0.808	0.96	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4103	4103	151.635	372.0	150.47	290.0	150.47	290.0	151.635	372.0	150.47	290.0	150.47	290.0	151.635	372.0	150.47	290.0	150.47	290.0	1	4103
4223	TRINITY_DN3895_c0_g1_i1	127.775	92.0	135.7	77.0	135.7	77.0	907	0.761	1.0	0.975	0.597	0.805	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4104	4104	127.775	92.0	135.7	77.0	135.7	77.0	127.775	92.0	135.7	77.0	135.7	77.0	127.775	92.0	135.7	77.0	135.7	77.0	1	4104
4224	TRINITY_DN3866_c0_g1_i1	73.962	145.0	77.89	120.0	77.89	120.0	2158	0.762	1.0	0.972	0.73	0.985	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4105	4105	73.962	145.0	77.89	120.0	77.89	120.0	73.962	145.0	77.89	120.0	77.89	120.0	73.962	145.0	77.89	120.0	77.89	120.0	1	4105
4225	TRINITY_DN3858_c0_g1_i1	56.526	37.0	62.01	32.0	62.01	32.0	841	0.784	1.0	0.961	0.694	0.922	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4106	4106	56.526	37.0	62.01	32.0	62.01	32.0	56.526	37.0	62.01	32.0	62.01	32.0	56.526	37.0	62.01	32.0	62.01	32.0	1	4106
4226	TRINITY_DN3816_c0_g1_i1	140.668	172.0	131.0	126.0	131.0	126.0	1414	0.797	1.0	0.97	0.688	0.891	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4107	4107	140.668	172.0	131.0	126.0	131.0	126.0	140.668	172.0	131.0	126.0	131.0	126.0	140.668	172.0	131.0	126.0	131.0	126.0	1	4107
4227	TRINITY_DN3809_c0_g1_i1	698.512	985.0	701.61	778.0	701.61	778.0	1603	0.785	1.0	0.974	0.729	0.953	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4108	4108	698.512	985.0	701.61	778.0	701.61	778.0	698.512	985.0	701.61	778.0	701.61	778.0	698.512	985.0	701.61	778.0	701.61	778.0	1	4108
4228	TRINITY_DN3883_c0_g1_i1	106.708	171.0	106.37	134.0	106.37	134.0	1797	0.864	1.0	0.975	0.798	0.947	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4109	4109	106.708	171.0	106.37	134.0	106.37	134.0	106.708	171.0	106.37	134.0	106.37	134.0	106.708	171.0	106.37	134.0	106.37	134.0	1	4109
4229	TRINITY_DN3823_c0_g1_i1	71.156	99.0	71.29	78.0	71.29	78.0	1584	0.812	0.994	0.976	0.721	0.916	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4110	4110	71.156	99.0	71.29	78.0	71.29	78.0	71.156	99.0	71.29	78.0	71.29	78.0	71.156	99.0	71.29	78.0	71.29	78.0	1	4110
4230	TRINITY_DN3884_c0_g1_i1	62.904	66.0	62.98	52.0	62.98	52.0	1239	0.818	1.0	0.972	0.385	0.485	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4111	4111	62.904	66.0	62.98	52.0	62.98	52.0	62.904	66.0	62.98	52.0	62.98	52.0	62.904	66.0	62.98	52.0	62.98	52.0	1	4111
4231	TRINITY_DN3891_c0_g1_i1	67.081	92.0	70.47	76.0	70.47	76.0	1564	0.837	0.987	0.986	0.696	0.855	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4112	4112	67.081	92.0	70.47	76.0	70.47	76.0	67.081	92.0	70.47	76.0	70.47	76.0	67.081	92.0	70.47	76.0	70.47	76.0	1	4112
4232	TRINITY_DN3854_c0_g1_i1	71.243	110.0	72.49	88.0	72.49	88.0	1738	0.845	1.0	0.971	0.746	0.908	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4113	4113	71.243	110.0	72.49	88.0	72.49	88.0	71.243	110.0	72.49	88.0	72.49	88.0	71.243	110.0	72.49	88.0	72.49	88.0	1	4113
4233	TRINITY_DN3851_c0_g1_i1	47.899	57.0	43.8	41.0	43.8	41.0	1381	0.926	1.0	0.958	0.809	0.912	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4114	4114	47.899	57.0	43.8	41.0	43.8	41.0	47.899	57.0	43.8	41.0	43.8	41.0	47.899	57.0	43.8	41.0	43.8	41.0	1	4114
4234	TRINITY_DN3882_c0_g1_i1	511.039	409.0	523.44	330.0	523.44	330.0	988	0.796	1.0	0.978	0.62	0.796	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4115	4115	511.039	409.0	523.44	330.0	523.44	330.0	511.039	409.0	523.44	330.0	523.44	330.0	511.039	409.0	523.44	330.0	523.44	330.0	1	4115
4235	TRINITY_DN3846_c0_g1_i1	467.665	755.0	467.25	593.0	467.25	593.0	1809	0.821	1.0	0.97	0.719	0.902	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4116	4116	467.665	755.0	467.25	593.0	467.25	593.0	467.665	755.0	467.25	593.0	467.25	593.0	467.665	755.0	467.25	593.0	467.25	593.0	1	4116
4236	TRINITY_DN3877_c0_g1_i1	193.91	155.0	188.99	119.0	188.99	119.0	987	0.836	1.0	0.968	0.621	0.768	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4117	4117	193.91	155.0	188.99	119.0	188.99	119.0	193.91	155.0	188.99	119.0	188.99	119.0	193.91	155.0	188.99	119.0	188.99	119.0	1	4117
4237	TRINITY_DN3880_c0_g1_i1	95.971	134.0	90.16	99.0	90.16	99.0	1589	0.821	1.0	0.972	0.758	0.95	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4118	4118	95.971	134.0	90.16	99.0	90.16	99.0	95.971	134.0	90.16	99.0	90.16	99.0	95.971	134.0	90.16	99.0	90.16	99.0	1	4118
4238	TRINITY_DN3807_c0_g1_i1	144.837	294.0	137.92	220.0	137.92	220.0	2228	0.791	1.0	0.965	0.731	0.958	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4119	4119	144.837	294.0	137.92	220.0	137.92	220.0	144.837	294.0	137.92	220.0	137.92	220.0	144.837	294.0	137.92	220.0	137.92	220.0	1	4119
4239	TRINITY_DN3870_c0_g1_i1	82.872	107.0	82.72	84.0	82.72	84.0	1483	0.802	1.0	0.971	0.694	0.892	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4120	4120	82.872	107.0	82.72	84.0	82.72	84.0	82.872	107.0	82.72	84.0	82.72	84.0	82.872	107.0	82.72	84.0	82.72	84.0	1	4120
4240	TRINITY_DN3819_c0_g1_i1	125.155	123.0	127.98	99.0	127.98	99.0	1172	0.707	1.0	0.975	0.581	0.843	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4121	4121	125.155	123.0	127.98	99.0	127.98	99.0	125.155	123.0	127.98	99.0	127.98	99.0	125.155	123.0	127.98	99.0	127.98	99.0	1	4121
4241	TRINITY_DN3886_c0_g1_i1	97.304	58.0	95.71	45.0	95.71	45.0	782	0.862	1.0	0.975	0.594	0.707	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4122	4122	97.304	58.0	95.71	45.0	95.71	45.0	97.304	58.0	95.71	45.0	95.71	45.0	97.304	58.0	95.71	45.0	95.71	45.0	1	4122
4242	TRINITY_DN3830_c0_g1_i1	51.054	36.0	44.98	25.0	44.98	25.0	892	0.556	1.0	0.965	0.464	0.864	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4123	4123	51.054	36.0	44.98	25.0	44.98	25.0	51.054	36.0	44.98	25.0	44.98	25.0	51.054	36.0	44.98	25.0	44.98	25.0	1	4123
4243	TRINITY_DN3800_c0_g1_i1	352.207	365.0	354.34	289.0	354.34	289.0	1226	0.758	1.0	0.975	0.658	0.892	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4124	4124	352.207	365.0	354.34	289.0	354.34	289.0	352.207	365.0	354.34	289.0	354.34	289.0	352.207	365.0	354.34	289.0	354.34	289.0	1	4124
4244	TRINITY_DN3812_c0_g1_i1	860.704	950.0	872.78	758.0	872.78	758.0	1294	0.802	1.0	0.973	0.519	0.665	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4125	4125	860.704	950.0	872.78	758.0	872.78	758.0	860.704	950.0	872.78	758.0	872.78	758.0	860.704	950.0	872.78	758.0	872.78	758.0	1	4125
